processed_text,comments_count
итак момент истина вчерашний фото загадка мы казаться сам простой зашифровать станция черкизовский сокольнический линия мосметро оригинальный призовой карта тройка получать никита сергей дмитрий поздравлять победитель приглашать написать мы личный сообщение участник благодарить интересный вариант приглашать следующий угадайка следующий среда,15
вчера рамка салон состояться награждение победитель конкурс разработчик представлять краткий видеоотчёт мероприятие мосметро,4
сегодня рамка проходить дискуссия какой фактор влиять мобильность население тема транспортный пересадочный узел транспортный хаба менять логистика перевозка преображать городской среда выступить начальник служба развитие тпу мосметро александр егоров,0
очередной фото загадка угадать станция подарить оригинальный карта тройка первый второй четырнадцатый правильно назвать станция угадать почему именно число,121
рамка салон состояться награждение победитель конкурс разработчик первый место присудить проект улучшение навигация метро второе третий идея геймефикация мобильный приложение метро москва проект чат бот мосметро,4
сегодня начать работа международный салон инновация достижение проект мосметро посетитель мочь ознакомиться стенд московский транспорт ноябрь павильон вднх подробный,8
пополнять тройка выигрывать приз каждый пятница конец год быть случайный образ выбирать три счастливчик который получить оригинальный приз московский метрополитен быть разыграть ноябрь декабрь новогодний брелок тройка лимитировать тираж декабрь браслет тройка декабрь кольцо тройка участие акция поставить лайк сделать репост запись пополнить карта тройка сумма рубль мобильный приложение метро москва прислать почта скриншот история платёж приложение ссылка ваш аккаунт социальный сеть вконтакте,68
поезд москва лидировать российский технология,73
сегодня участник международный конкурс презентовать свой проект конкурсный жюри итог отбор быть выбрать победитель пять хороший команда представить свой работа международный салон инновация ноябрь мосметро московскийтранспорт,0
правило мосметро эскалатор остановиться,8
сегодня москва стартовать крупный конкурс разработчик участник стать программист дизайнер город россия зарубежный страна конкурс впервые проводиться москва продлиться ноябрь течение три день специалист быть разрабатывать предложение проект улучшение качество обслуживание пассажир метро другой вид городской транспорт наш столица мероприятие организовать московский метрополитен поддержка крупный транспортный организация международный союз общественный транспорт мсотня фонд молодёжь общественный транспорт,20
знать самый длинный станция мосметро воробьёв гора длина платформа составлять метр также станция являться единственный расположить мост река факт,25
москва вашифото,41
друг предлагать ваш внимание близкий экскурсия организовать метротур метро архитектор колли устроить метро электродепо красный пресня застывший музыка устроить метро электродепо измайлово приобрести билет онлайн касса музей москва адрес зубовский вход парк культура узнать подробность заказать экскурсия телефон написать почта сайт метротур совместный проект городской экскурсионный бюро московский метрополитен экскурсия,9
ноябрь год открыться ленинградский ныне петербургский метрополитен поздравлять петербуржец годовщина день открытие первый линия метро,20
пополнение ассортимент фирменный магазин сувенирный киоск мосметро особый серия сувенир московский метрополитен ассоциация метро пополниться вид магнит оформление зашифровать название станция московский метро приобретать оригинальный подарок фирменный магазин трубный маяковский также сувенирный киоск информационный стойка живой общение сувенир,21
правило мосметро делать упасть рельс,44
быть внимательный ноябрь два эскалатор станция мосметро кузьминка вывести эксплуатация проведение профилактический работа обращать ваш внимание временной изменение режим работа восточный вестибюль вестибюль работать вход выход город пассажир мочь воспользоваться западный вестибюль станция приносить извинение временной неудобство,3
знать станция тимирязевский серпуховско тимирязевский линия единственный мосметро односводчатый станция глубокий заложение глубина заложение метр факт,20
друг напоминать вещь найти вестибюль платформа станция вагон поезд передаваться склад забытый вещь уточнить информация поступление склад справочный склад забытый вещь телефон контакт центр московский транспорт телефон максимально точный информация дата место утеря отличительный признак потерянный забытый вещь помочь кладовщик оператор контакт центр найти подтвердить наличие важно именной документ паспорт военный билет удостоверение личность диплом свидетельство справка полис склад приниматься сразу обнаружение составление акт сдаваться дежурный станция увд московский метрополитен откуда передаваться сотрудник полиция бюро находка гувд город москва найти станция метрополитен документ узнать телефон режим работа склад забытый вещь московский метрополитен ежедневно расположить восточный вестибюль станция котельник первый вагон центр справочный забытый вещь метрополитен,26
завтра лужники пройти товарищеский матч футбольный сборная россия аргентина комфортный перевозка болельщик сразу окончание матч быть сократить интервал движение поезд сокольнический линия мосметро мцк связь увеличение пассажиропоток быть внести изменение режим работа станция мцк лужники час ноябрь станция работать выход пассажир час вход болельщик смочь дойти стадион лужники одноимённый станция мцк станция метро воробьёв гора северный вестибюль спортивный также шаговый доступность стадион лужники находиться станция метро фрунзенский расстояние который составлять порядок напоминать южный вестибюль спортивный настоящий время закрытый ремонт,6
мосметро готовый работа зимний период пассажир зимой комфортно тепло настроить воздушно тепловой завеса вестибюль провести профилактика климатический установка система обеззараживание воздух вагон также привести порядок уплотнение окно дверь обеспечение безаварийный движение поезд проверить состояние путь система электрообогрев стрелочный перевод,39
вестибюль станция филёвский калужско рижский серпуховско тимирязевский люблинско дмитровский линия мосметро разместить фотография начальник станция пассажир мочь быстро узнать отвечать порядок место кто обратиться помощь конец год фотография начальник станция появиться станция мосметро,35
станция мосметро октябрьский поле установить новый навес лестница защитить пассажир непогода,39
друг сегодня продажа поступить билет единый посвятить мультимедийный экспозиция россия устремить будущее который проходить центральный выставочный зал манеж билет выпустить тираж тысяча продаваться касса мосметро кстати пассажир купить билет смочь бесплатно посетить исторический парк россия история вднх,18
сегодня линия выйти новый тематический поезд посвятить выставка россия устремить будущее который проходить ноябрь центральный выставочный зал манеж особый оформление вагон отражать ключевой тема выставка будущее россия россиянин встречать поезд россия устремить будущее кольцевой линия мосметро,53
хороший новость совместно запустить акция ноябрь бесконтактный оплата проезд турникет станция мцк вернуться стоимость поездка подробный,16
накануне годовщина великий октябрьский революция станция мосметро площадь революция проходить специальный показ серия панорамный видеоролик телеканал революция восемь эпизод проект рассказывать история жизнь революционный эпоха позволять погрузиться атмосфера тот день зритель увидеть восемь эпизод проект число премьерный видеоролик неопубликованный ранее приглашать просмотр сегодня ноябрь объединить вестибюль станция площадь революция театральный,5
немного летний фото подписчик присылать свой работа раздел предложить новость хороший фотография опубликовать,11
путь,5
сегодня станция мосметро воробьёв гора состояться торжественный открытие выставка народный прикладной искусство якутия экспозиция приурочить день якутия москва посвятить летие вхождение республика состав россия выставочный пространство станция представить уникальный образец якутский народный прикладной искусство национальный украшение костюм разнообразный предмет быт экспонат предоставить национальный центр народный прикладной искусство художественный промысл симэхо,18
второй партия браслет тройка поступить продажа тираж штука течение два неделя поступить ещё тысяча браслет доступный ещё белый серый коричневый цвета напоминать стоимость один браслет составлять рубль приобрести стойка живой общение станция пушкинский также фирменный магазин московский метрополитен трубный маяковский,130
друг день ранний наметить срок открыть движение юго восточный участок таганско краснопресненский линия станция лермонтовский проспект жулебино котельник вновь открыть вход выход поезд следовать вдоль весь фиолетовый ветка планерный котельник,42
период закрытие станция лермонтовский проспект жулебино котельник служба мосметро отремонтировать осветительный прибор,12
тысяча билет поездка купить вчера ноябрь мобильный касса станция мосметро кузьминка вторник,12
тысяча пассажир перевезти вчера станция мосметро выхино кузьминка,56
день закрытие эскалатор станция мосметро котельник жулебино ткл проводиться профилактический работа,5
машинист мосметро работать ежедневно период временной закрытие станция таганско краснопресненский линия,18
дорогой друг пятница состояться долгожданный ночной экскурсия смочь посмотреть ночной станция мосметро проехать комсомольский воробьевый гора ретропоезд сокольник увидеть машинный зал эскалатор также показ форменный одежда метрополитеновец разный эпоха мочь успеть приобрести билет это уникальный путешествие,17
октябрь подойти конец напоминать необходимость своевременно приобретать проездной билет пополнять баланс тройка избежание очередь первый число месяц мосметро,15
закрытый участок таганско краснопресненский линия построить планировать длина тоннель новый кожуховский линия мосметро ткл,25
понедельник пассажир купить тысяча билет один поездка мобильный касса станция кузьминка пять расположить вестибюль станция два улица вход станция пассажир мочь купить билет один поездка наличный касса начинать работать,13
день закрытие участок таганско краснопресненский линия станция выхино кузьминка пассажир бесплатно раздать литр горячее чай мосметро ткл московскийтранспорт,19
станция выхино кузьминка работать штатный режим работать мобильный касса очередь наблюдаться поезд отправляться график полтора минута мосметро ткл,13
наш сотрудник быть рада угостить горячий чаемый машина раздавать напиток дежурить возле станция выхино кузьминка октябрь ноябрь два машина дежурить возле северный южный вестибюль станция кузьминка выходной будний день автомобиль возле станция выхино время обращать ваш внимание результат утренний час пик просьба пассажир коллега мосгортранс оперативно изменить схема движение маршрут подробный,29
напоминать присоединение кожуховский линия мосметро октябрь ноябрь закрытый станция таганско краснопресненский линия лермонтовский проспект жулебино котельник три закрытый станция доехать станция выхино кузьминка бесплатный автобус маршрут подробный информация схема проезд доступный ссылка,39
сотрудник транспортный комплекс сегодня раздать тыс листовка закрытие станция метро маршрут нгпт изменение схема движение,8
напоминать закрытие станция лермонтовский проспект жулебино котельник таганско краснопресненский линия мосметро просить заранее спланировать маршрут свой поездка начало рабочий неделя подробность,6
мосметро напоминать приобрести билет следующий календарный месяц также продлить школьный студенческий проездной начало текущий месяц забывать пополнять баланс вовремя терять время очередь число месяц,20
станция кузьминка выхино работать автомат продажа билет купить проездной поездка пополнить тройка,16
время закрытие станция мосметро котельник жулебино лермонтовский проспект пассажир смочь бесплатно получить горячий чай машина быть раздавать напиток быть дежурить возле станция выхино кузьминка октябрь ноябрь автомобиль разместить район пересадка компенсационный автобус метро такой образ мешать пассажиропоток движение автомобиль два машина быть дежурить возле северный южный вестибюль станция кузьминка выходной будний день автомобиль возле станция выхино время раздача чай проводиться цель улучшение качество обслуживание пассажир столичный метро время закрытие три станция таганско краснопресненский линия необходимый присоединение строиться кожуховский линия дальнейший это позволить разгрузить калининский таганско краснопресненский линия столичный метро,21
сотрудник транспортный комплекс сегодня раздать свыше тысяча листовка закрытие станция таганско краснопресненский линия маршрут наземный городской пассажирский транспорт изменение схема движение,30
заняться здоровье ждать сегодня октябрь вестибюль семь станция мцк смочь бесплатно проверить свой здоровье специально установленный диагностический пункт врач общий практика проводить первичный осмотр давать рекомендация направлять дальнейший обследование необходимый подробный проект пульс город,2
напоминать присоединение кожуховский линия метро октябрь ноябрь быть временно закрытый станция таганско краснопресненский линия котельник жулебино лермонтовский проспект поезд быть курсировать станция выхино обычный режим метрополитен возобновить работа суббота ноябрь утро проезд станция жулебино лермонтовский проспект котельник быть организовать бесплатный маршрут автобус особо большой вместимость маршрут быть курсировать режим метро минимальный интервал движение секунда подробный способ проезд бесплатный маршрут,16
мосметро разместить плакат информация закрытие три станция таганско краснопресненский линия октябрь ноябрь также прилегать станция территория разместить наклейка указатель пригородный автобус автобус бесплатный маршрут,9
пассажир сотрудник мосметро раздавать информационный листовка схема рассказывать закрытие три станция таганско краснопресненский линия октябрь ноябрь кроме получить схема стойка живой общение сотрудник рассказать оптимально построить свой маршрут день закрытие,10
быть внимательный октябрь течение день пригородный поезд ленинградский направление следующий москва быть останавливаться остановочный пункт моссельмаш нать переход лихобора мцк петровско разумовский переход метро петровско разумовский подробный сайт московско тверской пригородный пассажирский компания,4
сегодня лондон торжественно запустить тематический поезд сердце россия каждый семь вагон поезд посвятить отдельный тема балет изобразительный искусство литература кинематограф архитектура космос наука запуск поезд приурочить перекрёстный год наука образование россия великобритания мероприятие стать крупный история совместный проект два самый значимый метрополитен мир,32
курский пройти флешмоб росгвардия октябрь музыкант рок группа взвод росгвардия неожиданно появиться аванзал станция исполнить песня наш сила композитор анатолий доровских участник акция появляться аванзал очередь первый эскалатор подняться солист начать исполнять песня второй вокалист подойти сторона вестибюль подхватить напеть сразу присоединиться гитарист вместе остальной участник акция образовать сценический полукруг сам конец песня член рок группа взвод развернуть плакат буква сложиться слово росгвардия пассажир снимать участник флешмоб камера мобильный телефон выкладывать социальный сеть росгвардия гвардияроссия,48
пассажир мцк скачать тысяча книга мобильный библиотека апрель станция московский центральный кольцо разместить виртуальный полка плакат фотография обложка книга код пассажир мочь просканировать код бесплатно загрузить книга свой гаджет,8
конец год кассир мосметро переодеться новый форма кассир получить комплект новый одежда выдать тысяча комплект конец год единый стиль быть одетый работник касса станция метро,32
внимание связь строительство новый линия метро октябрь ноябрь быть временно закрытый станция таганско краснопресненский линия котельник жулебино лермонтовский проспект поезд быть курсировать станция выхино обычный режим метрополитен возобновить работа суббота ноябрь утро проезд станция жулебино лермонтовский проспект котельник быть организовать бесплатный маршрут автобус особо большой вместимость маршрут быть курсировать режим метро минимальный интервал движение секунда подробный способ проезд бесплатный маршрут,76
многочисленный просьба выпустить новый тираж значок поезд москва также сделать новый вагон тип приобретать сувенирный киоск также фирменный магазин мосметро маяковский трубный,56
быть внимательный воскресение октябрь связь проведение плановый технический работа недоступный официальный сайт московский метрополитен получение информация воспользоваться мобильный приложение метро москва единый транспортный портал благодарить понимание,4
правило мосметро упасть путь,19
правило мосметро правильно проходить турникет ребёнок,12
румянцевый,68
правило пользование мосметро проезд эскалатор,26
силиконовый браслет функционал транспортный карта тройка распродать рекордный срок первый партия силиконовый браслет предназначить сувенирный магазин столичный метро разойтись несколько час сувенир функция транспортный карта позволять оплатить проезд везде работать карта тройка метрополитен московский центральный кольцо мцк наземный транспорт новый серия украшение разный размер цвет поступить продажа конец октябрь,130
браслет функционал транспортный карта тройка появиться мосметро октябрь силиконовый браслет купить стойка живой общение станция пушкинский сувенирный магазин маяковский трубный проект пилотный продажа появиться украшение разный размер цвет сувенир функция транспортный карта позволять оплатить проезд везде работать карта тройка метрополитен московский центральный кольцо мцк наземный транспорт друг транспорт пополнить кошелёк карта тройка встроить сувенир записать носитель любой тип проездной билет касса метро также пополнить кошелёк тройка мобильный приложение метро москва номер карта указать внутренний сторона браслет,100
маяковский фото никита сухоруков,21
октябрь частично измениться режим работа один платформа станция багратионовский рамка второй этап реконструкция станция сопутствовать инфраструктура филёвский линия изменить режим работа станция багратионовский октябрь год посадка высадка пассажир следующий филёвский линия центр первый головной вагон станция багратионовский производиться просить пассажир внимательный планирование поездка филёвский линия центр станция багратионовский приносить извинение доставить неудобство,6
напоминать октябрь мочь пройти бесплатный вакцинация грипп станция мосметро,13
весь прекрасный рабочий неделя фото анна зотов,5
сегодня исполняться год электродепо калужский который обслуживать поезд курсировать калужско рижский линия мосметро история электродепо калужский начаться октябрь год ввод эксплуатация первый участок калужский радиус протяжённость километр линия включать пять станция новый черёмушки октябрьский год соединение калужский рижский радиус образовать калужско рижский линия который год попасть книга рекорд гиннес самый длинный момент линия метро сегодня электродепо калужский один хороший рейтинг показатель работа среди электродепо московский метрополитен он трудиться человек включая машинист который обслуживать состав поздравлять коллега благодарить безупречный работа,21
космический фонвизинский мосметро,17
вестибюль станция сокольнический линия московский метро разместить фотография начальник станция пассажир мочь быстро узнать отвечать порядок место кто обратиться помощь конец год фотография появиться станция мосметро,25
воскресный утром октябрь станция мосметро воробьёв гора пройти первый история московский метрополитен фитнес тренировка организовать совместно телеканал матч тренировка принять участие человек который час суммарно сжечь тысяча килокалория выпилить литр вода,10
напоминать завтра октябрь проведение ремонтный работа закрытый центральный участок замоскворецкий линия станция белорусский новокузнецкий поезд замоскворецкий линия быть курсировать речной вокзал белорусский новокузнецкий алма атинский приносить свой извинение просить заранее планировать маршрут свой поездка воскресение,24
станция мцк обновить плакат график отправление первый последний поезд сделать наглядный плакат разместить схема кольцо который указать время отправление первый последний поезд конкретный станция часовой стрелка против часовой также обозначить станция прекращаться движение ночной время,3
станция комсомольский сокольнический кольцевой линия мосметро начать работать мобильный кассир житель гость столица мочь сэкономить свой время купить билет один поездка кассир дежурить очередь часы пик станция комсомольский сокольнический линия кольцевой весь день,30
внимание близкий воскресение октябрь проведение ремонтный работа закрытый центральный участок замоскворецкий линия станция белорусский новокузнецкий поезд замоскворецкий линия быть курсировать речной вокзал белорусский новокузнецкий алма атинский приносить свой извинение просить заранее планировать маршрут свой поездка воскресение,37
сегодня эскалатор станция мосметро течение день звучать исторический сообщение советский радиоведущий юрий левитан запись датировать октябрь год сообщаться запуск первый искусственный спутник земля акция приурочить летие памятный событие,17
официальный мобильный приложение метро москва сегодня установить новый рекорд тысяча скачивание последний обновление добавить новый видео инструкция переход станция метро мцк также оптимизировать расчёт маршрут оценить многие другой полезный функция приложение,22
посетитель центр профориентация октябрь открыться мобильный планетарий кинозал способный вместить человек сферический экран позволить чуствовать сам центр событие любой желать смочь посмотреть кинолента космос репертуар московский планетарий открытие мобильный планетарий посвятить всемирный неделя космос летие запуск первый искусственный спутник земля орбита мобильный планетарий работать октябрь бесплатно расписание сеанс научно образовательный фильм удивительный путешествие солнечный система визуальный аттракцион полёт фантазия научно образовательный фильм розетта научно образовательный фильм возвращение луна навсегда научно образовательный фильм удивительный путешествие солнечный система визуальный аттракцион полёт фантазия научно образовательный фильм розетта научно образовательный фильм возвращение луна навсегда научно образовательный фильм удивительный путешествие солнечный система визуальный аттракцион полёт фантазия научно образовательный фильм розетта научно образовательный фильм возвращение луна навсегда научно образовательный фильм удивительный путешествие солнечный система визуальный аттракцион полёт фантазия научно образовательный фильм розетта научно образовательный фильм возвращение луна навсегда ждать центр профориентация станция мосметро выставочный,5
кольцо функционал карта тройка поступить продажа сувенирный киоск магазин московский метрополитен конец октябрь транспортный решение вид кольцо палец оплата проезд реализовать впервые мир помощь такой кольцо обычный карта тройка оплатить проезд везде работать тройка метро наземный транспорт московский центральный кольцо напомнить такой кольцо вручить молодожён чей свадьба отпраздновать день рождение мцк сентябрь год молодой человек обменяться уникальный кольцо функционал карта тройка торжественный церемония бракосочетание станция мцк лужники,55
платформа станция филя филёвский линия открыться реконструкция вчера октябрь прежний облик навсегда уйти история однако остаться запечатлеть советский фильм опасный возраст алиса фрейндлих главный роль финальный сцена кинолента выйти экран год заставить понастольгировать уйти время напомнить пассажир выглядеть платформа стеклянный витраж навес светодиодный освещение режиссёр александр прошкин решить снять случайный встреча недавно развести супруг именно станция филя стоять противоположный платформа приём добавить финальный сцена трогательность неуловимый романтичность посмотреть опасный возраст увидеть платформа филя такой какой быть,38
